Brand,Model_Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
9,31,9,2012,25000,4,1,0,18.4,1198,86.8,5,2.75
9,31,3,2013,67559,4,1,0,19.4,1198,86.8,5,4.05
9,31,9,2012,39566,4,1,2,18.4,1198,86.8,5,2.75
9,31,10,2012,65167,4,1,0,19.4,1198,86.8,5,3.28
9,31,2,2015,16000,4,1,0,19.4,1198,86.8,5,4.35
9,31,9,2014,39000,4,0,2,16.5,1198,86.8,5,3.49
9,31,4,2012,40315,4,1,0,18.5,1198,86.8,5,2.75
9,31,8,2014,50000,4,1,2,19.4,1198,86.8,5,2.5
9,31,4,2013,33746,4,1,0,18.5,1198,86.8,5,3.2
9,35,1,2007,47700,4,1,2,10.8,2354,152,5,5.25
9,35,6,2007,119000,4,1,3,13.1,1997,141.1,5,3.91
9,35,5,2004,78000,4,0,0,12,2354,187.4,5,3.99
9,35,3,2015,63856,4,0,0,13.7,1997,153.86,5,13.96
9,35,4,2010,94000,4,0,2,10.1,2354,152,5,4.8
9,35,9,2014,24000,4,1,0,13.7,1997,153.86,5,11.51
9,35,8,2013,46125,4,0,2,12,2354,187.4,5,12.5
9,35,10,2015,63050,4,0,0,11.1,2354,158.8,5,17.5
9,35,4,2008,70000,4,1,0,13.1,1997,141.1,5,4
9,35,2,2007,98000,4,1,2,10.8,2354,152,5,4.7
9,35,5,2008,82167,4,0,0,10.1,2354,152,5,5.4
9,35,10,2007,115800,4,0,3,10.1,2354,152,5,3.8
9,35,9,2008,75000,4,1,2,11.1,2354,158.8,5,3.9
9,35,5,2014,88046,4,0,0,10.1,2354,152,5,13.99
9,35,7,2017,41697,4,0,0,13.1,1997,141.1,5,16.68
9,35,9,2014,56100,4,1,0,13.7,1997,153.86,5,9.75
9,35,5,2010,67758,4,1,0,10.8,2354,153.86,5,9.5
9,35,8,2013,27000,4,0,0,14,2354,153.86,5,11.99
9,35,8,2015,35000,4,0,0,10.1,2354,152,5,14.7
9,35,10,2008,92000,4,1,2,10.8,2354,152,5,3.7
9,35,9,2007,66000,4,0,0,11.1,2354,158.8,5,3.7
9,35,1,2006,66000,4,0,2,10.1,2354,152,5,3.9
9,35,7,2011,55987,4,0,0,13.7,1997,153.86,5,8.22
9,35,6,2006,80000,4,0,3,10.1,2354,152,5,2
9,35,6,2008,100009,4,1,2,13.1,1997,141.1,5,6.5
9,35,2,2004,135000,4,0,3,14.4,1997,152,5,3
9,35,6,2014,112827,4,0,0,13.1,1997,141.1,5,10.5
9,44,8,2012,60000,4,0,0,16.8,1497,116.3,5,4.49
9,44,9,2012,51920,4,1,0,16.8,1497,116.3,5,4.25
9,44,9,2007,63000,4,0,2,16.4,1497,78,5,1.85
9,44,4,2009,52000,4,1,0,17.8,1497,117.3,5,3.25
9,44,7,2015,42831,1,1,0,26,1498,98.6,5,7.11
9,44,0,2007,60006,4,1,0,0,1498,98.6,5,2.95
9,44,8,2011,32572,4,1,0,17.4,1497,117.3,5,3.87
9,44,7,2016,33915,4,1,0,17.8,1497,117.3,5,8.09
9,44,6,2011,55000,4,1,0,17,1497,118,5,4.21
9,44,6,2009,78442,4,0,0,16.8,1497,118,5,3.57
9,44,0,2014,49000,4,1,0,17.4,1497,117.3,5,6.9
9,44,9,2017,15000,4,0,0,18,1497,117.3,5,12.69
9,44,8,2008,40000,4,1,0,17.7,1497,78,5,1.8
9,44,4,2010,87430,4,1,0,17,1497,118,5,3.5
9,44,9,2016,28000,4,1,0,17.8,1497,117.3,5,8.75
9,44,2,2011,93982,4,1,0,17,1497,118,5,3.75
9,44,9,2013,52576,4,1,0,13,1493,100,5,4.35
9,44,8,2008,40000,4,1,0,17.7,1497,78,5,2
9,44,8,2011,48466,4,1,0,17,1497,118,5,3.26
9,44,9,2010,69000,4,0,2,16.8,1497,118,5,2.85
9,44,3,2015,41950,4,0,0,18,1497,117.3,5,9.6
9,44,7,2009,69690,4,1,0,17.7,1497,78,5,3.29
9,44,8,2011,42086,4,1,0,17,1497,118,5,3.35
9,44,3,2017,45366,1,1,0,25.1,1498,98.6,5,10.88
9,44,9,2009,70000,4,1,0,17,1497,118,5,2.1
9,44,10,2013,127000,4,1,2,16.8,1497,116.3,5,4.5
9,44,2,2005,100000,4,0,3,16.4,1497,78,5,1.96
9,44,10,2014,58407,4,1,0,17.4,1497,117.3,5,6.16
9,44,2,2014,55000,4,1,0,16.8,1497,116.3,5,7.1
9,44,4,2011,100000,4,1,0,13,1343,90,5,3.5
9,44,4,2014,55818,4,1,2,17.4,1497,117.3,5,5.7
9,44,1,2015,18955,4,0,0,18,1497,117.3,5,10.65
9,44,9,2013,60669,4,1,0,16.8,1497,116.3,5,4.95
9,44,6,2014,71649,1,1,0,25.1,1498,98.6,5,6.75
9,44,7,2015,80606,1,1,0,25.1,1498,98.6,5,6.96
9,44,4,2010,43000,4,1,2,16.8,1497,116.3,5,3.75
9,44,3,2016,60805,1,1,0,26,1498,98.6,5,8.07
9,44,9,2015,30000,4,0,0,18,1497,117.3,5,8.65
9,44,10,2009,138000,4,1,2,17,1497,118,5,3.5
9,44,3,2012,42750,4,1,0,17,1497,118,5,6.33
9,44,5,2012,67635,4,1,0,17,1497,118,5,5.25
9,44,7,2016,47681,4,0,0,16.8,1497,116.3,5,8.73
9,44,4,2014,62505,4,1,0,17.4,1497,117.3,5,5.95
9,44,7,2016,58197,4,0,0,18,1497,117.3,5,9.19
9,44,3,2018,45555,1,1,0,26,1498,98.6,5,11.73
9,44,0,2014,66000,1,1,0,26,1498,98.6,5,5.7
9,44,2,2014,30000,4,1,2,16.8,1497,116.3,5,6
9,44,6,2011,52000,4,1,0,17,1497,118,5,3.8
9,44,4,2010,76752,4,1,0,17.4,1497,117.3,5,3.57
9,44,9,2005,56000,4,1,2,17.7,1497,78,5,1.25
9,44,9,2014,54546,4,1,0,17,1497,118,5,5.5
9,44,7,2018,22974,4,0,0,18,1497,117.3,5,11.97
9,44,1,2011,66000,4,1,0,17,1497,118,5,4.9
9,44,10,2005,98437,4,1,0,13,1493,100,5,1.15
9,44,6,2015,66339,1,1,2,25.1,1498,98.6,5,6.9
9,44,4,2009,55005,4,1,0,12.8,1498,98.6,5,3.2
9,44,1,2012,72000,4,1,0,17,1497,118,5,5.75
9,44,0,2002,85000,4,1,0,13,1343,90,5,1.2
9,44,7,2016,54317,4,1,0,17.4,1497,117.3,5,8.4
9,44,3,2016,24337,1,1,0,26,1498,98.6,5,8.18
9,44,3,2012,66245,4,1,0,17,1497,118,5,5.68
9,44,7,2016,60475,4,0,0,18,1497,117.3,5,9.1
9,44,1,2016,36000,4,0,0,16.8,1497,118,5,9.45
9,44,3,2017,73003,1,1,0,26,1498,98.6,5,7.75
9,44,10,2004,115000,4,1,2,0,1498,98.6,5,1.5
9,44,7,2019,5377,4,1,0,16.8,1497,116.3,5,11.45
9,44,8,2014,36000,1,1,0,26,1498,98.6,5,5
9,44,8,2015,32000,4,1,0,17,1497,118,5,5.5
9,44,3,2019,23882,4,1,0,17.4,1497,117.3,5,11.87
9,44,5,2014,65000,1,1,0,26,1498,98.6,5,6.99
9,44,4,2015,33000,1,1,0,26,1498,98.6,5,7
9,44,10,2016,27300,4,1,0,17.8,1497,117.3,5,7
9,44,9,2015,27030,4,1,0,17.8,1497,117.3,5,6.75
9,44,7,2016,36367,4,1,0,17.8,1497,117.3,5,7.73
9,44,1,2015,38000,4,1,0,17.4,1497,117.3,5,7.8
9,44,10,2014,43772,4,1,0,17,1497,118,5,6.35
9,44,5,2008,56000,4,0,0,16.4,1497,78,5,2.99
9,44,4,2011,78256,4,0,0,16.8,1497,118,5,4.15
9,44,9,2014,56000,4,1,0,16.8,1497,116.3,5,5.75
9,44,10,2004,73500,4,1,2,13,1343,90,5,1.3
9,44,10,1999,140000,4,1,0,13,1343,90,5,0.9
9,44,0,2018,14000,4,1,0,17.4,1497,117.3,5,11.25
9,44,4,2011,68000,4,1,0,17,1497,118,5,3.6
9,44,7,2016,55700,1,1,0,26,1498,98.6,5,7.52
9,44,9,2015,73070,4,1,0,17.4,1497,117.3,5,5.9
9,44,6,2005,88000,4,1,2,13,1493,100,5,1.7
9,44,7,2017,39430,4,0,0,18,1497,117.3,5,8.29
9,44,9,2011,49999,4,1,0,17,1497,118,5,3.8
9,44,4,2009,65055,4,1,0,17,1497,118,5,2.75
9,44,6,2011,95936,4,1,0,17,1497,118,5,4.1
9,44,9,2016,8000,4,0,0,18,1497,117.3,5,9.45
9,44,8,2014,40000,1,1,0,26,1498,98.6,5,4.45
9,44,9,2015,32896,4,0,0,18,1497,117.3,5,8.9
9,44,4,2011,67031,4,1,0,17.4,1497,117.3,5,4
9,44,10,2012,60000,4,0,0,16.8,1497,118,5,5.5
9,44,4,2014,55000,4,1,0,17.8,1497,117.3,5,5.84
9,44,9,2013,45000,4,1,0,17,1497,118,5,4.55
9,44,9,2017,17000,4,0,0,18,1497,117.3,5,11.6
9,44,9,2011,57000,4,0,0,16.8,1497,118,5,4.4
9,44,9,2011,84000,4,1,0,16.8,1497,116.3,5,3.25
9,44,4,2015,50000,4,0,0,18,1497,117.3,5,7.41
9,44,3,2018,20300,4,0,0,18,1497,117.3,5,14.21
9,44,8,2010,45008,4,1,0,17,1497,118,5,3
9,44,1,2009,71400,4,1,3,17,1497,118,5,3.8
9,44,5,2017,46000,1,1,0,25.6,1498,98.6,5,12.9
9,44,4,2011,60000,4,0,0,16.8,1497,118,5,4.45
9,44,2,2006,109000,4,1,0,16.9,1497,100,5,1.5
9,44,9,2015,28005,4,1,0,17.8,1497,117.3,5,7.1
9,44,2,2008,114750,4,1,2,17,1497,118,5,2.75
9,44,2,2013,83432,4,1,0,17,1497,118,5,5.9
9,44,8,2010,38446,4,1,0,17,1497,118,5,2.59
9,44,10,2012,66000,4,1,2,17,1497,118,5,4.45
9,44,10,2014,71000,1,1,0,25.1,1498,98.6,5,7.45
9,44,8,2014,48104,4,1,0,17.4,1497,117.3,5,5.49
9,44,4,2009,73200,4,1,0,17,1497,118,5,2.78
9,44,7,2015,53442,4,1,0,16.8,1497,116.3,5,7
9,44,5,2016,28414,4,1,0,17,1497,118,5,8.4
9,44,10,2012,45496,4,1,0,17,1497,118,5,4.75
9,44,7,2017,38607,4,1,2,17.8,1497,117.3,5,7.87
9,44,6,2014,74000,1,1,2,25.1,1498,98.6,5,6.4
9,44,4,2011,90000,4,1,2,17,1497,118,5,3.4
9,44,7,2014,46728,4,0,0,15.6,1497,116.3,5,6.15
9,44,10,2008,119000,4,1,2,17.7,1497,78,5,2.25
9,44,8,2010,54801,4,1,0,17,1497,118,5,2.5
9,44,0,2015,77000,1,1,0,26,1498,98.6,5,6.98
9,44,1,2012,37000,4,0,0,15.6,1497,116.3,5,6.75
9,44,4,2015,50000,4,0,0,18,1497,117.3,5,8.25
9,44,8,2014,55000,1,1,0,25.1,1498,98.6,5,5.99
9,44,7,2006,99583,4,0,3,12,1493,100,5,2.21
9,44,4,2016,17000,4,1,2,17.8,1497,117.3,5,8.25
9,44,9,2014,58000,4,1,0,17,1497,118,5,5.47
9,44,7,2017,38424,4,1,0,17.8,1497,117.3,5,7.51
9,44,9,2015,19000,4,0,0,18,1497,117.3,5,8.95
9,44,6,2017,35000,4,0,0,18,1497,117.3,5,7.7
9,44,9,2017,11000,4,1,0,17.4,1497,117.3,5,8.5
9,44,3,2012,60908,4,0,2,15.6,1497,116.3,5,6.42
9,44,4,2015,51000,4,0,0,18,1497,117.3,5,7.9
9,44,6,2007,75055,4,1,0,12.8,1493,100,5,2.3
9,44,9,2014,25000,1,1,0,26,1498,98.6,5,6.15
9,44,9,2017,7500,4,1,0,17.4,1497,117.3,5,11.15
9,44,8,2014,49000,4,1,0,17.4,1497,117.3,5,4.75
9,44,0,2016,67000,1,1,0,26,1498,98.6,5,7.25
9,44,5,2016,36891,4,1,0,17.8,1497,117.3,5,10.49
9,44,10,2018,4500,4,0,0,18,1497,117.3,5,12.5
9,44,7,2018,11966,4,1,0,16.8,1497,116.3,5,10.28
9,44,6,2009,86863,4,1,0,17,1497,118,5,3.6
9,44,10,2017,42000,1,1,0,25.6,1498,98.6,5,12
9,44,6,2006,95000,4,1,2,16.9,1497,100,5,2.11
9,44,1,2011,65000,4,1,0,17,1497,118,5,5.2
9,44,4,2015,53000,4,1,0,17.8,1497,117.3,5,6.95
9,44,7,2011,94832,4,1,0,17,1497,118,5,3.83
9,44,3,2012,88381,4,1,0,17,1497,118,5,5.25
9,44,4,2014,54257,4,1,0,17.4,1497,117.3,5,6.25
9,44,10,2010,43000,4,1,2,17,1497,118,5,4.21
9,44,9,2015,42366,4,1,0,17.8,1497,117.3,5,7.75
9,44,5,2008,73095,4,0,0,16.8,1497,118,5,3.8
9,44,5,2016,14000,4,0,0,18,1497,117.3,5,11.5
9,44,5,2007,81000,4,0,0,16.4,1497,78,5,3.25
9,44,5,2011,71556,4,1,0,17,1497,118,5,5.5
9,44,7,2015,63818,4,1,0,17.4,1497,117.3,5,6.57
9,44,6,2005,123000,4,1,3,13,1493,100,5,1.1
9,44,5,2007,91000,4,1,2,17.7,1497,78,5,3
9,44,10,2001,125943,4,1,2,13,1493,100,5,1.45
9,44,1,2014,62000,4,1,2,17.4,1497,117.3,5,7.75
9,44,9,2015,28004,4,1,0,17.8,1497,117.3,5,7.1
9,44,5,2010,27800,4,1,0,17,1497,118,5,5
9,44,4,2009,79782,4,1,2,17,1497,118,5,2.6
9,44,5,2011,66276,4,1,0,17,1497,118,5,5.5
9,44,5,2017,12538,4,0,0,18,1497,117.3,5,12.5
9,44,8,2011,45501,4,1,0,17,1497,118,5,3.1
9,44,8,2014,37298,1,1,0,25.1,1498,98.6,5,4.9
9,44,8,2014,37000,4,1,0,17.4,1497,117.3,5,6.45
9,44,7,2017,38691,4,1,0,17.8,1497,117.3,5,7.68
9,44,10,2014,82329,4,0,0,18,1497,117.3,5,7.5
9,44,4,2010,80302,4,1,0,17,1497,118,5,3.5
9,44,8,2006,44000,4,0,0,16.4,1497,78,5,1.5
9,44,4,2009,92000,4,1,2,17,1497,118,5,2.25
9,44,3,2012,26671,4,1,2,17,1497,118,5,5.67
9,44,3,2012,77283,4,1,0,17,1497,118,5,5.81
9,44,10,2013,100000,4,1,0,16.8,1497,116.3,5,6.25
9,44,1,2011,60000,4,1,0,17,1497,118,5,4.95
9,44,5,2014,90000,1,1,0,26,1498,98.6,5,6.75
9,44,8,2015,39000,1,1,0,25.6,1498,98.6,5,5.49
9,44,3,2017,27279,4,1,0,17.4,1497,117.3,5,9.47
9,44,7,2012,63998,4,0,0,17,1497,118,5,5.42
9,44,0,2014,75000,1,1,0,26,1498,98.6,5,6
9,44,10,2012,89000,4,1,2,16.8,1497,116.3,5,3.5
9,44,5,2014,75578,1,1,0,25.1,1498,98.6,5,7
9,44,8,2013,39000,4,0,0,15.6,1497,116.3,5,4.55
9,44,4,2010,62000,4,0,0,16.8,1497,118,5,3.55
9,44,9,2007,63000,4,1,2,17.7,1497,78,5,1.75
9,44,9,2007,70000,4,1,0,16.9,1497,100,5,1.55
9,44,8,2014,39000,4,1,0,17.4,1497,117.3,5,6.25
9,44,6,2015,78233,1,1,0,26,1498,98.6,5,6.6
9,44,8,2016,39000,4,1,0,17.8,1497,117.3,5,6.95
9,44,10,2013,46000,4,1,0,17,1497,118,5,5.1
9,44,8,2014,26000,1,1,0,26,1498,98.6,5,5.5
9,44,4,2009,64000,4,1,0,17,1497,118,5,3.1
9,44,9,2016,42666,4,0,0,18,1497,117.3,5,8.95
9,44,4,2012,65055,4,1,2,17,1497,118,5,4.25
9,44,7,2014,56838,4,0,0,16.8,1497,118,5,5.15
9,44,8,2011,125000,4,1,0,17,1497,118,5,3.25
9,44,8,2014,45000,1,1,0,26,1498,98.6,5,4.75
9,44,6,2010,48689,4,1,0,17.4,1497,117.3,5,3.87
9,44,6,2014,76551,1,1,0,25.1,1498,98.6,5,7.25
9,44,10,2011,102013,4,1,0,17,1497,118,5,3.75
9,44,9,2016,42000,4,1,0,17.8,1497,117.3,5,9.25
9,44,4,2010,65100,4,1,0,17,1497,118,5,3.15
9,44,9,2015,32000,4,0,0,15.6,1497,116.3,5,8.5
9,44,9,2015,10400,4,1,0,17.4,1497,117.3,5,6.51
9,44,4,2014,60000,4,1,0,17.4,1497,117.3,5,6.25
9,44,6,2009,89000,4,0,0,17,1497,118,5,3.71
9,44,9,2005,81000,4,1,2,12.8,1493,100,5,1.1
9,44,4,2014,66500,1,1,0,26,1498,98.6,5,5.7
9,44,0,2017,29000,4,1,0,17.4,1497,117.3,5,10
9,44,10,2012,69000,4,1,0,16.8,1497,116.3,5,4.9
9,44,3,2012,67590,4,1,0,17,1497,118,5,5.65
9,44,9,2016,25000,4,0,0,18,1497,117.3,5,9.45
9,44,4,2009,71499,4,1,0,17,1497,118,5,3
9,44,7,2014,60952,4,0,0,16.8,1497,118,5,5.91
9,44,7,2018,34696,4,0,0,18,1497,117.3,5,12.08
9,44,4,2015,65000,1,1,0,26,1498,98.6,5,5.95
9,44,8,2015,32000,4,1,0,17.8,1497,117.3,5,5.5
9,44,9,2006,44000,4,1,0,17.7,1497,78,5,1.55
9,44,9,2014,10500,4,1,0,17.4,1497,117.3,5,5.9
9,44,2,2012,41000,4,1,2,16.8,1497,116.3,5,4.5
9,44,9,2011,56000,4,1,0,16.8,1497,116.3,5,3.45
9,44,7,2017,65850,1,1,0,25.1,1498,98.6,5,9.44
9,44,3,2013,38622,4,1,0,17.4,1497,117.3,5,6.26
9,44,2,2015,23000,4,1,0,17.4,1497,117.3,5,7
9,44,9,2014,57000,4,1,0,17,1497,118,5,5.48
9,44,9,2013,51000,4,0,0,16.8,1497,118,5,4.5
9,44,7,2013,50266,4,1,0,17,1497,118,5,5.53
9,44,8,2014,56002,1,1,0,26,1498,98.6,5,6.1
9,44,1,2002,53000,4,1,2,0,1498,98.6,5,1.85
9,44,6,2006,100173,4,1,2,16.9,1497,100,5,2.4
9,44,9,2007,75000,4,1,2,17.7,1497,78,5,1.49
9,44,9,2016,34634,4,1,0,17.8,1497,117.3,5,6.9
9,44,2,2011,80000,4,1,2,17,1497,118,5,3.85
9,44,8,2008,69000,4,1,0,17.7,1497,78,5,2.7
9,44,5,2016,29512,4,1,0,17.4,1497,117.3,5,7.9
9,44,8,2009,31423,4,1,0,17,1497,118,5,1.99
9,44,2,2014,71000,1,1,2,25.1,1498,98.6,5,6.2
9,44,8,2009,42000,4,1,0,17,1497,118,5,2.3
9,44,7,2015,64465,1,1,0,26,1498,98.6,5,6.22
9,44,2,2009,122000,4,1,2,17,1497,118,5,3.5
9,44,8,2015,45000,4,0,0,16.8,1497,118,5,5.25
9,44,0,2017,37000,1,1,0,26,1498,98.6,5,11
9,44,9,2018,5000,4,1,0,17.8,1497,117.3,5,10.11
9,44,8,2010,60000,4,1,0,17,1497,118,5,2.7
9,44,4,2012,42000,4,1,0,17,1497,118,5,4.75
9,44,7,2016,84580,1,1,0,26,1498,98.6,5,6.83
9,44,8,2014,40000,4,1,0,16.8,1497,116.3,5,6.49
9,44,0,2011,46000,4,1,0,16.8,1497,116.3,5,4.15
9,44,0,2012,34000,4,1,0,17.4,1497,117.3,5,5.75
9,44,7,2019,22321,4,0,0,18,1497,117.3,5,11.66
9,44,9,2014,57004,4,1,0,17.4,1497,117.3,5,5.35
9,44,7,2018,11732,4,1,0,17.4,1497,117.3,5,10.07
9,44,5,2016,53000,1,1,0,26,1498,98.6,5,9.75
9,44,6,2015,24398,4,1,0,17.8,1497,117.3,5,7.9
9,44,0,2009,72000,4,0,0,16.8,1497,116.4,5,3.2
9,44,8,2015,30000,1,1,0,25.1,1498,98.6,5,6.95
9,44,3,2017,65792,1,1,0,26,1498,98.6,5,8.11
9,44,5,2015,82000,1,1,0,25.6,1498,98.6,5,8
9,44,1,2016,36000,1,1,0,25.1,1498,98.6,5,10.25
9,44,10,2014,48094,4,1,0,17,1497,118,5,7.25
9,44,3,2004,186679,4,1,2,13,1493,100,5,1.76
9,44,10,2009,60000,4,1,3,17,1497,118,5,3.25
9,45,4,2010,71088,4,1,0,13.5,1799,130,5,3.35
9,45,4,2012,88578,4,1,0,13.5,1799,130,5,3.95
9,45,10,2008,61938,4,0,2,12.9,1799,130,5,2.65
9,45,0,2007,51000,4,1,0,13.5,1799,130,5,4.9
9,45,8,2010,38000,4,1,0,14.8,1799,130.2,5,2
9,45,4,2008,72000,4,1,0,13.5,1799,130,5,2.5
9,45,9,2012,92000,4,1,2,14.8,1799,130.2,5,3.35
9,45,9,2010,86000,4,1,0,14.8,1799,130.2,5,2.9
9,45,5,2008,95000,4,0,2,12.9,1799,130,5,3
9,45,2,2006,110000,4,1,0,13.5,1799,130,5,2.65
9,45,1,2011,72000,4,0,2,12.9,1799,130,5,5.5
9,45,5,2008,152000,4,1,2,13.5,1799,130,5,3
9,45,10,2010,61700,4,1,0,14.8,1799,130.2,5,2.95
9,45,5,2007,77000,4,1,0,13.5,1799,130,5,2.5
9,45,0,2009,89000,4,1,0,13.5,1799,130,5,4.25
9,45,10,2007,93000,4,0,2,12.9,1799,130,5,2.6
9,45,5,2011,55000,4,1,0,14.8,1799,130.2,5,5
9,45,4,2011,62000,4,0,0,12.9,1799,130,5,3.75
9,45,9,2007,69000,4,0,2,12.9,1799,130,5,2.25
9,45,1,2008,66000,4,1,3,13.5,1799,130,5,3.25
9,45,9,2008,87000,4,1,0,13.5,1799,130,5,2.35
9,45,7,2011,56361,4,0,0,12.9,1799,130,5,4.38
9,45,9,2012,47000,4,1,0,14.8,1799,130.2,5,3.95
9,45,6,2007,92000,4,1,0,13.5,1799,130,5,1.9
9,45,0,2009,70000,4,1,0,13.5,1799,130,5,4.25
9,45,10,2011,47000,4,0,2,13.9,1799,130.3,5,4.5
9,45,4,2008,80000,4,1,0,13.5,1799,130,5,2.75
9,45,10,2008,152633,4,0,0,12.9,1799,130,5,3
9,45,5,2008,69972,4,1,0,13.5,1799,130,5,3.8
9,45,8,2009,59000,4,1,0,13.5,1799,130,5,2.71
9,45,10,2006,125000,4,1,2,13.5,1799,130,5,2.3
9,45,3,2009,56927,4,1,0,13.5,1799,130,5,4.41
9,99,2,2011,46000,4,1,0,18.2,1199,88.7,5,4.5
9,99,9,2015,12000,4,0,0,19,1199,88.7,5,6
9,99,3,2017,49575,4,1,0,18.7,1199,88.7,5,7.17
9,99,4,2015,62178,4,1,0,18.2,1199,88.7,5,4.85
9,99,7,2016,28503,4,0,0,19,1199,88.7,5,6.86
9,99,6,2015,63642,1,1,0,27.3,1498,98.6,5,5.65
9,99,2,2016,17377,4,1,0,18.7,1199,88.7,5,5.9
9,99,7,2018,20024,4,1,0,18.2,1199,88.7,5,8.46
9,99,2,2016,23280,4,1,0,18.7,1199,88.7,5,6.5
9,99,9,2016,38000,1,1,0,27.3,1498,98.6,5,6.21
9,99,8,2016,27210,1,1,0,27.3,1498,98.6,5,5.85
9,99,9,2016,15399,4,1,0,18.7,1199,88.7,5,6.4
9,99,10,2016,21000,4,0,0,19,1199,88.7,5,6.35
9,99,7,2018,38593,4,1,0,18.7,1199,88.7,5,6.17
9,99,7,2018,18664,4,1,0,18.7,1199,88.7,5,7.56
9,99,10,2017,27000,1,1,0,27.3,1498,98.6,5,8
9,99,7,2017,24700,4,1,0,18.7,1199,88.7,5,7.07
9,99,8,2016,21771,4,1,0,18.7,1199,88.7,5,4.95
9,99,8,2015,45000,4,1,0,18.7,1199,88.7,5,4.75
9,99,3,2016,45449,1,1,0,27.3,1498,98.6,5,7.48
9,99,5,2016,43000,1,1,0,27.3,1498,98.6,5,7.75
9,99,5,2016,31700,4,1,0,18.7,1199,88.7,5,6.45
9,99,5,2015,33000,4,0,0,19,1199,88.7,5,7.25
9,99,5,2016,45671,1,1,0,27.3,1498,98.6,5,7.2
9,99,1,2015,23000,4,1,0,18.7,1199,88.7,5,5.6
9,99,9,2016,48719,1,1,0,27.3,1498,98.6,5,6.25
9,99,8,2010,45000,4,1,0,16.7,1198,88.8,5,1.99
9,99,7,2016,25238,4,1,0,18.7,1199,88.7,5,6.2
9,99,9,2016,31378,4,1,0,18.2,1199,88.7,5,5.9
9,99,9,2015,31000,4,1,0,18.7,1199,88.7,5,4.9
9,99,2,2017,11000,4,1,0,18.7,1199,88.7,5,6.75
9,99,3,2018,12794,4,0,0,19,1199,88.7,5,9.15
9,99,9,2015,27628,4,1,0,18.7,1199,88.7,5,4.95
9,99,5,2015,37000,4,1,0,18.2,1199,88.7,5,6.3
9,99,9,2017,17978,4,0,0,19,1199,88.7,5,6.95
9,99,4,2015,27000,4,0,0,19,1199,88.7,5,5.95
9,99,9,2016,28500,4,1,0,18.7,1199,88.7,5,5.95
9,99,7,2017,41981,4,1,0,18.7,1199,88.7,5,6.14
9,99,9,2018,3000,4,0,0,19,1199,88.7,5,8.25
9,99,5,2016,44345,1,1,0,27.3,1498,98.6,5,6.1
9,99,9,2015,20568,4,1,0,18.7,1199,88.7,5,5.6
9,99,0,2016,35000,1,1,0,27.3,1498,98.6,5,5.5
9,99,9,2010,55000,4,1,0,16,1198,90,5,2.35
9,99,8,2010,39800,4,1,0,16,1198,90,5,1.99
9,99,7,2017,36973,4,1,0,18.2,1199,88.7,5,6.8
9,99,10,2011,98000,4,1,0,16.7,1199,88.7,5,3.15
9,99,5,2015,67000,1,1,0,27.3,1498,98.6,5,6.9
9,99,10,2015,97000,1,1,0,27.3,1498,98.6,5,6.4
9,99,2,2017,8000,4,1,0,18.2,1199,88.7,5,7.9
9,99,8,2010,45000,4,1,0,16,1198,90,5,2
9,99,5,2017,17151,1,1,0,27.3,1498,98.6,5,8.4
9,99,7,2010,82606,4,1,2,16,1198,90,5,2.69
9,99,7,2016,30534,4,0,0,19,1199,88.7,5,7.42
9,99,2,2016,14980,1,1,0,27.3,1498,98.6,5,7.4
9,99,10,2016,22700,4,1,0,18.7,1199,88.7,5,5.55
9,99,3,2017,66507,4,0,2,19,1199,88.7,5,5.43
9,99,4,2011,69768,4,1,0,16,1198,90,5,2.9
9,99,3,2018,20026,4,0,0,19,1199,88.7,5,9.27
9,114,9,2015,25000,4,1,2,17.3,1497,117.3,7,4.25
9,114,2,2015,65000,1,1,0,24.2,1498,98.6,7,5.5
9,114,2,2014,23000,1,1,0,24.5,1498,98.6,7,6.9
9,114,8,2015,50000,1,1,0,24.2,1498,98.6,7,4.7
9,114,9,2014,57000,1,1,0,24.2,1498,98.6,7,5.75
9,114,7,2015,50624,1,1,0,24.2,1498,98.6,7,6.32
9,114,9,2014,43081,4,1,0,17.3,1497,117.3,7,5.25
9,114,3,2017,50808,1,1,2,24.2,1498,98.6,7,6.68
9,114,4,2015,31250,1,1,0,24.5,1498,98.6,7,6.5
9,114,8,2014,23000,4,1,0,17.3,1497,117.3,7,4.25
9,114,8,2015,26000,4,1,0,17.3,1497,117.3,7,4.25
9,114,9,2014,80000,1,1,2,24.2,1498,98.6,7,4.85
9,114,8,2014,45000,1,1,0,24.2,1498,98.6,7,5
9,114,7,2018,35442,4,1,0,17.3,1497,117.3,7,7.32
9,114,5,2014,58972,1,1,0,24.2,1498,98.6,7,6.5
9,114,7,2016,67376,1,1,0,24.5,1498,98.6,7,6.5
9,186,7,2019,13913,4,1,0,17.5,1199,88.7,5,8.2
9,187,7,2018,37430,4,1,0,17.5,1199,88.7,5,9.9
9,187,7,2018,15135,4,1,0,17.5,1199,88.7,5,9.29
9,187,0,2017,32248,4,1,0,17.5,1199,88.7,5,8.25
9,187,5,2017,15000,4,1,0,17.5,1199,88.7,5,8.9
10,14,7,2006,160538,1,1,0,13.1,1493,82,5,1.8
10,14,10,2005,5834,4,1,0,13.2,1495,94,5,0.8
